table,key,column,problem
combo_lines,AGR-THIAMX-TC·NA#3,resolves_to,"type-code ""ELEC-US-PPI"" -> no_series"
combo_lines,AGR-PARAQ-TC·NA#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,AGR-PARAQ-TC·NA#3,resolves_to,"type-code ""CHLOR-US"" -> no_series"
combo_lines,AGR-PARAQ-TC·NA#4,resolves_to,"type-code ""ELEC-US-PPI"" -> no_series"
combo_lines,MIN-SOP-GRN·GL#1,resolves_to,"type-code ""KCL-WB"" -> no_series"
combo_lines,MIN-SOP-GRN·GL#3,resolves_to,"type-code ""ELEC-US-PPI"" -> no_series"
combo_lines,BCI-ZNSO4-PWD·NA#1,resolves_to,"type-code ""ZINC-GL"" -> no_series"
combo_lines,BCI-ZNSO4-PWD·NA#3,resolves_to,"type-code ""ELEC-US-PPI"" -> no_series"
combo_lines,BCI-MNSO4-PWD·NA#1,resolves_to,"type-code ""INORG-US"" -> no_series"
combo_lines,BCI-MNSO4-PWD·NA#3,resolves_to,"type-code ""ELEC-US-PPI"" -> no_series"
combo_lines,MIN-PSIL-PWD·EU#1,resolves_to,"type-code ""SODA-EU"" -> no_series"
combo_lines,MIN-PSIL-PWD·NA#1,resolves_to,"type-code ""SODA-US"" -> no_series"
combo_lines,MIN-PSIL-PWD·CN#1,resolves_to,"type-code ""SODA-CN"" -> no_series"
combo_lines,MIN-PSIL-PWD·APAC#1,resolves_to,"type-code ""SODA-GL"" -> no_series"
combos,F23-HYD3-PWD·EU,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combos,F23-HYD3-PWD·NA,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combos,F23-VITK3-PWD·EU,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combos,F23-VITK3-PWD·CN,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combo_lines,F23-VITK3-PWD·CN#1,resolves_to,"type-code ""COAL-AU"" -> no_series"
combos,F23-VITB6-PWD·EU,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combo_lines,F23-VITB6-PWD·EU#3,resolves_to,"type-code ""RG-US"" -> no_series"
combos,F23-VITB6-PWD·CN,subfamily,"formula says ""Feed vitamins"", combo says ""Vitamins synthetic"" — used combo"
combo_lines,F23-VITB6-PWD·CN#3,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,OLE-IPM-LIQ·EU#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-IPM-LIQ·NA#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-IPM-LIQ·APAC#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-IPM-LIQ·CN#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-CCT-LIQ·EU#2,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-CCT-LIQ·NA#2,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,OLE-CCT-LIQ·APAC#2,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SCI-PWD·EU#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SCI-PWD·NA#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SCI-PWD·CN#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SCI-PWD·IN#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combos,SUR-PS80-LIQ·EU,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ethoxylates"" — used combo"
combo_lines,SUR-PS80-LIQ·EU#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,SUR-PS80-LIQ·NA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ethoxylates"" — used combo"
combo_lines,SUR-PS80-LIQ·NA#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,SUR-PS80-LIQ·APAC,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ethoxylates"" — used combo"
combo_lines,SUR-PS80-LIQ·APAC#2,resolves_to,"type-code ""FA-US"" -> no_series"
combo_lines,SUR-PGL4-LIQ·EU#2,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-PGL4-LIQ·NA#2,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SLSAR-LIQ·EU#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SLSAR-LIQ·NA#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,SUR-SLSAR-LIQ·APAC#1,resolves_to,"type-code ""COCO-WB"" -> no_series"
combo_lines,F23-GLYAC-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-BENZ-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BENZ-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BENZ-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BENZ-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-EO-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-EO-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-EO-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-ACN-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-ACN-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-ACN-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-ACN-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-AA-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-AA-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-AA-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-AA-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-PHOL-SOL·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHOL-SOL·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHOL-SOL·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BPA-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BPA-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-BPA-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-CHEX-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-CHEX-LIQ·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-CHEX-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-CHEX-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-CHEX-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-CHEX-LIQ·APAC#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-PX-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PX-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PX-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PX-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-OX-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-OX-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-OX-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PTA-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PTA-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PTA-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PTA-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PIA-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PIA-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PIA-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PO-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-PO-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-PO-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-MMA-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-MMA-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-MMA-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-NPG-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-NPG-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-NPG-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-TMP-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-TMP-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-PENTA-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-PENTA-PWD·EU#2,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-PENTA-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-PENTA-PWD·NA#2,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-PENTA-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-PENTA-PWD·CN#2,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-HEX1-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-HEX1-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combo_lines,RES-LLDPE-PEL·APAC#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-LLDPE-PEL·EU#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-LLDPE-PEL·NA#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-LLDPE-PEL·CN#2,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-MEA-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-MEA-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-MEA-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-POLYOL-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-POLYOL-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-POLYOL-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-LAO8-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO8-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO8-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO1012-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO1012-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO1012-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO1418-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-LAO1418-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-NEOFLO-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combo_lines,OLE-NEOD23-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,OLE-NEOD23-LIQ·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,OLE-NEOD45-PWD·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,OLE-NEOD45-PWD·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,OLE-LINEVOL911-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,OLE-LINEVOL911-LIQ·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,SUR-NEODEO-LIQ·NA#3,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combo_lines,SUR-NEODEO-LIQ·EU#3,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-STY-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-STY-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-STY-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-BD-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combos,BCI-BD-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combos,BCI-BD-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combos,BCI-DEG-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-DEG-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-DEG-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-TEG-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-TEG-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-TEG-LIQ·MEA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-EC-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-EC-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-EC-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C2 / Ethylene derivatives"" — used combo"
combos,BCI-PC-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-PC-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,BCI-PC-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C3 / Propylene derivatives"" — used combo"
combos,MIN-SORBMONO-LIQ·EU,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ester & glucoside"" — used combo"
combo_lines,MIN-SORBMONO-LIQ·EU#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-SORBMONO-LIQ·NA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ester & glucoside"" — used combo"
combo_lines,MIN-SORBMONO-LIQ·NA#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-SORBMONO-LIQ·APAC,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ester & glucoside"" — used combo"
combo_lines,MIN-SORBMONO-LIQ·APAC#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-SORBMONO-LIQ·LA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Non-ionic ester & glucoside"" — used combo"
combo_lines,MIN-SORBMONO-LIQ·LA#2,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-EMULEXP-LIQ·NA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Explosives & blasting agents"" — used combo"
combo_lines,MIN-EMULEXP-LIQ·NA#3,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-EMULEXP-LIQ·APAC,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Explosives & blasting agents"" — used combo"
combo_lines,MIN-EMULEXP-LIQ·APAC#3,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-EMULEXP-LIQ·LA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Explosives & blasting agents"" — used combo"
combo_lines,MIN-EMULEXP-LIQ·LA#3,resolves_to,"type-code ""FA-US"" -> no_series"
combos,MIN-EMULEXP-LIQ·MEA,subfamily,"formula says ""Fatty acids & derivatives"", combo says ""Explosives & blasting agents"" — used combo"
combo_lines,MIN-EMULEXP-LIQ·MEA#3,resolves_to,"type-code ""FA-US"" -> no_series"
combos,BCI-ACETAC-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-ACETAC-LIQ·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ACETAC-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-ACETAC-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ACETAC-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-ACETAC-LIQ·CN#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ACETAC-LIQ·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-ACETAC-LIQ·APAC#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-VAM-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-VAM-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-VAM-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-CAPRO-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-CAPRO-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-CAPRO-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-CAPRO-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-ADIPAC-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-ADIPAC-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-ADIPAC-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHAN-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHAN-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHAN-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-PHAN-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combos,BCI-MALAN-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combo_lines,BCI-MALAN-PWD·NA#1,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-MALAN-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combo_lines,BCI-MALAN-PWD·EU#1,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-MALAN-PWD·APAC,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C4 / Butadiene & maleics"" — used combo"
combo_lines,BCI-MALAN-PWD·APAC#1,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-ANIL-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-ANIL-LIQ·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ANIL-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-ANIL-LIQ·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ANIL-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""Aromatics / BTX chain"" — used combo"
combo_lines,BCI-ANIL-LIQ·CN#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-ACAN-LIQ·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-ACAN-LIQ·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combos,BCI-ACAN-LIQ·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,RES-UPR-LIQ·EU#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-UPR-LIQ·NA#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-UPR-LIQ·APAC#2,resolves_to,"type-code ""RG-US"" -> no_series"
combo_lines,RES-UPR-LIQ·CN#2,resolves_to,"type-code ""RG-US"" -> no_series"
combos,BCI-MELAM-PWD·EU,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-MELAM-PWD·EU#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-MELAM-PWD·NA,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-MELAM-PWD·NA#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,BCI-MELAM-PWD·CN,subfamily,"formula says ""Petrochemical building blocks"", combo says ""C1 / Methanol chain"" — used combo"
combo_lines,BCI-MELAM-PWD·CN#2,resolves_to,"type-code ""NATGAS-US"" -> no_series"
combos,FOD-SORB-LIQ·CN,family,no family at combo or formula level
combos,FOD-SORB-LIQ·CN,n_lines,combo has no cost lines
formulas,FOD-SORB-LIQ,family,source states no family
combos,MIN-ACPHOS-LIQ·GL,margin_pct,source states no margin
combos,MIN-ACPHOS-LIQ·GL,form,source states no form
combo_lines,MIN-ACPHOS-LIQ·GL#2,resolves_to,"""crude-oil"" is a parent feed covering several regional series (brent, wti) and this line states no region — somebody has to pick one"
combo_lines,MIN-ACPHOS-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,MIN-CYBK-LIQ·GL,margin_pct,source states no margin
combos,MIN-CYBK-LIQ·GL,form,source states no form
combo_lines,MIN-CYBK-LIQ·GL#2,resolves_to,"""crude-oil"" is a parent feed covering several regional series (brent, wti) and this line states no region — somebody has to pick one"
combo_lines,MIN-CYBK-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,MIN-CYFLOC-LIQ·GL,margin_pct,source states no margin
combos,MIN-CYFLOC-LIQ·GL,form,source states no form
combo_lines,MIN-CYFLOC-LIQ·GL#2,resolves_to,"""acrylic-acid"" is a parent feed covering several regional series (acrylic-acid-cn, acrylic-acid-eu, acrylic-acid-na) and this line states no region — somebody has to pick one"
combo_lines,MIN-CYFLOC-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
