combo_id,formula_id,region,seq,weight_pct,weight_frac,label,type_code,raw_flag,kind,proxy_status,resolves_to,resolution,label_short,commodity_key
BCI-ALUM-LIQ·APAC,BCI-ALUM-LIQ,APAC,3,8,0.08,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-ALUM-LIQ·APAC,BCI-ALUM-LIQ,APAC,4,6,0.06,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-ALUM-LIQ·APAC,BCI-ALUM-LIQ,APAC,5,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
BCI-ALUM-LIQ·APAC,BCI-ALUM-LIQ,APAC,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,1,34,0.34,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,2,28,0.28,Sulfuric acid H2SO4,H2SO4-IN,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,3,8,0.08,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,4,6,0.06,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,5,13,0.13,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
BCI-ALUM-LIQ·IN,BCI-ALUM-LIQ,IN,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,1,34,0.34,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,2,28,0.28,Sulfuric acid H2SO4,H2SO4-MEA,p,indexed,proxy,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,3,8,0.08,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,4,6,0.06,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,5,13,0.13,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
BCI-ALUM-LIQ·MEA,BCI-ALUM-LIQ,MEA,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·EU,BCI-PAC-10,EU,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·EU,BCI-PAC-10,EU,2,22,0.22,Hydrochloric acid HCl,H2SO4-NWE,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-10·EU,BCI-PAC-10,EU,3,7,0.07,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
BCI-PAC-10·EU,BCI-PAC-10,EU,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·EU,BCI-PAC-10,EU,5,17,0.17,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
BCI-PAC-10·EU,BCI-PAC-10,EU,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·CN,BCI-PAC-10,CN,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·CN,BCI-PAC-10,CN,2,22,0.22,Hydrochloric acid HCl,H2SO4-CN,p,indexed,proxy,sulfuric-acid-cn,resolved,Hydrochloric acid HCl,sulfuric-acid-cn
BCI-PAC-10·CN,BCI-PAC-10,CN,3,7,0.07,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-PAC-10·CN,BCI-PAC-10,CN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·CN,BCI-PAC-10,CN,5,17,0.17,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
BCI-PAC-10·CN,BCI-PAC-10,CN,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·NA,BCI-PAC-10,NA,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·NA,BCI-PAC-10,NA,2,22,0.22,Hydrochloric acid HCl,H2SO4-NA,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-10·NA,BCI-PAC-10,NA,3,7,0.07,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
BCI-PAC-10·NA,BCI-PAC-10,NA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·NA,BCI-PAC-10,NA,5,17,0.17,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
BCI-PAC-10·NA,BCI-PAC-10,NA,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·APAC,BCI-PAC-10,APAC,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·APAC,BCI-PAC-10,APAC,2,22,0.22,Hydrochloric acid HCl,H2SO4-ASIA,p,indexed,proxy,sulfuric-acid-cn,resolved,Hydrochloric acid HCl,sulfuric-acid-cn
BCI-PAC-10·APAC,BCI-PAC-10,APAC,3,7,0.07,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-PAC-10·APAC,BCI-PAC-10,APAC,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·APAC,BCI-PAC-10,APAC,5,17,0.17,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
BCI-PAC-10·APAC,BCI-PAC-10,APAC,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·IN,BCI-PAC-10,IN,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·IN,BCI-PAC-10,IN,2,22,0.22,Hydrochloric acid HCl,H2SO4-IN,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-10·IN,BCI-PAC-10,IN,3,7,0.07,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
BCI-PAC-10·IN,BCI-PAC-10,IN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·IN,BCI-PAC-10,IN,5,17,0.17,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
BCI-PAC-10·IN,BCI-PAC-10,IN,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-10·MEA,BCI-PAC-10,MEA,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-10·MEA,BCI-PAC-10,MEA,2,22,0.22,Hydrochloric acid HCl,H2SO4-MEA,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-10·MEA,BCI-PAC-10,MEA,3,7,0.07,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
BCI-PAC-10·MEA,BCI-PAC-10,MEA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-10·MEA,BCI-PAC-10,MEA,5,17,0.17,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
BCI-PAC-10·MEA,BCI-PAC-10,MEA,6,13,0.13,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·EU,BCI-PAC-18,EU,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·EU,BCI-PAC-18,EU,2,22,0.22,Hydrochloric acid HCl,H2SO4-NWE,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-18·EU,BCI-PAC-18,EU,3,7,0.07,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
BCI-PAC-18·EU,BCI-PAC-18,EU,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·EU,BCI-PAC-18,EU,5,16,0.16,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
BCI-PAC-18·EU,BCI-PAC-18,EU,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·CN,BCI-PAC-18,CN,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·CN,BCI-PAC-18,CN,2,22,0.22,Hydrochloric acid HCl,H2SO4-CN,p,indexed,proxy,sulfuric-acid-cn,resolved,Hydrochloric acid HCl,sulfuric-acid-cn
BCI-PAC-18·CN,BCI-PAC-18,CN,3,7,0.07,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-PAC-18·CN,BCI-PAC-18,CN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·CN,BCI-PAC-18,CN,5,16,0.16,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
BCI-PAC-18·CN,BCI-PAC-18,CN,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·NA,BCI-PAC-18,NA,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·NA,BCI-PAC-18,NA,2,22,0.22,Hydrochloric acid HCl,H2SO4-NA,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-18·NA,BCI-PAC-18,NA,3,7,0.07,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
BCI-PAC-18·NA,BCI-PAC-18,NA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·NA,BCI-PAC-18,NA,5,16,0.16,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
BCI-PAC-18·NA,BCI-PAC-18,NA,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·APAC,BCI-PAC-18,APAC,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·APAC,BCI-PAC-18,APAC,2,22,0.22,Hydrochloric acid HCl,H2SO4-ASIA,p,indexed,proxy,sulfuric-acid-cn,resolved,Hydrochloric acid HCl,sulfuric-acid-cn
BCI-PAC-18·APAC,BCI-PAC-18,APAC,3,7,0.07,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-PAC-18·APAC,BCI-PAC-18,APAC,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·APAC,BCI-PAC-18,APAC,5,16,0.16,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
BCI-PAC-18·APAC,BCI-PAC-18,APAC,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·IN,BCI-PAC-18,IN,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·IN,BCI-PAC-18,IN,2,22,0.22,Hydrochloric acid HCl,H2SO4-IN,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-18·IN,BCI-PAC-18,IN,3,7,0.07,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
BCI-PAC-18·IN,BCI-PAC-18,IN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·IN,BCI-PAC-18,IN,5,16,0.16,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
BCI-PAC-18·IN,BCI-PAC-18,IN,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-PAC-18·MEA,BCI-PAC-18,MEA,1,36,0.36,Aluminium trihydrate LME proxy,AL-LME,p,indexed,proxy,aluminum,resolved,Aluminium trihydrate LME proxy,aluminum
BCI-PAC-18·MEA,BCI-PAC-18,MEA,2,22,0.22,Hydrochloric acid HCl,H2SO4-MEA,p,indexed,proxy,sulfuric-acid-na,resolved,Hydrochloric acid HCl,sulfuric-acid-na
BCI-PAC-18·MEA,BCI-PAC-18,MEA,3,7,0.07,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
BCI-PAC-18·MEA,BCI-PAC-18,MEA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-PAC-18·MEA,BCI-PAC-18,MEA,5,16,0.16,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
BCI-PAC-18·MEA,BCI-PAC-18,MEA,6,14,0.14,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,1,44,0.44,Iron scrap ore upstream,FE-MB,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,2,26,0.26,Sulfuric acid H2SO4,H2SO4-NWE,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,3,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,4,4,0.04,HDPE bag packaging,HDPE-EU,d,indexed,direct,brent,resolved,HDPE bag packaging,brent
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,5,8,0.08,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
BCI-FE2SO4-GRN·EU,BCI-FE2SO4-GRN,EU,6,10,0.1,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,1,44,0.44,Iron scrap ore upstream,FE-MB-CN,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,2,26,0.26,Sulfuric acid H2SO4,H2SO4-CN,d,indexed,direct,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,3,8,0.08,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,4,4,0.04,HDPE bag packaging,HDPE-CN,d,indexed,direct,brent,resolved,HDPE bag packaging,brent
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,5,8,0.08,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
BCI-FE2SO4-GRN·CN,BCI-FE2SO4-GRN,CN,6,10,0.1,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,1,44,0.44,Iron scrap ore upstream,FE-MB-NA,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,2,26,0.26,Sulfuric acid H2SO4,H2SO4-NA,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,3,8,0.08,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,4,4,0.04,HDPE bag packaging,HDPE-NA,d,indexed,direct,hdpe-na,resolved,HDPE bag packaging,hdpe-na
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,5,8,0.08,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
BCI-FE2SO4-GRN·NA,BCI-FE2SO4-GRN,NA,6,10,0.1,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,1,44,0.44,Iron scrap ore upstream,FE-MB-GLB,p,indexed,proxy,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,2,26,0.26,Sulfuric acid H2SO4,H2SO4-ASIA,p,indexed,proxy,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,3,8,0.08,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,4,4,0.04,HDPE bag packaging,HDPE-ASIA,p,indexed,proxy,brent,resolved,HDPE bag packaging,brent
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,5,8,0.08,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
BCI-FE2SO4-GRN·APAC,BCI-FE2SO4-GRN,APAC,6,10,0.1,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,1,44,0.44,Iron scrap ore upstream,FE-MB-IN,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,2,26,0.26,Sulfuric acid H2SO4,H2SO4-IN,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,3,8,0.08,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,4,4,0.04,HDPE bag packaging,HDPE-ASIA,p,indexed,proxy,brent,resolved,HDPE bag packaging,brent
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,5,8,0.08,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
BCI-FE2SO4-GRN·IN,BCI-FE2SO4-GRN,IN,6,10,0.1,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,1,41,0.41,Iron scrap ore upstream,FE-MB,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,2,28,0.28,Sulfuric acid H2SO4,H2SO4-NWE,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,3,7,0.07,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,5,8,0.08,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
BCI-FE2SO4-LIQ·EU,BCI-FE2SO4-LIQ,EU,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,1,41,0.41,Iron scrap ore upstream,FE-MB-CN,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,2,28,0.28,Sulfuric acid H2SO4,H2SO4-CN,d,indexed,direct,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,3,7,0.07,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,5,8,0.08,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
BCI-FE2SO4-LIQ·CN,BCI-FE2SO4-LIQ,CN,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,1,41,0.41,Iron scrap ore upstream,FE-MB-NA,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,2,28,0.28,Sulfuric acid H2SO4,H2SO4-NA,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,3,7,0.07,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,5,8,0.08,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
BCI-FE2SO4-LIQ·NA,BCI-FE2SO4-LIQ,NA,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,1,41,0.41,Iron scrap ore upstream,FE-MB-GLB,p,indexed,proxy,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,2,28,0.28,Sulfuric acid H2SO4,H2SO4-ASIA,p,indexed,proxy,sulfuric-acid-cn,resolved,Sulfuric acid H2SO4,sulfuric-acid-cn
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,3,7,0.07,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,5,8,0.08,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
BCI-FE2SO4-LIQ·APAC,BCI-FE2SO4-LIQ,APAC,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,1,41,0.41,Iron scrap ore upstream,FE-MB-IN,d,indexed,direct,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,2,28,0.28,Sulfuric acid H2SO4,H2SO4-IN,d,indexed,direct,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,3,7,0.07,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,5,8,0.08,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
BCI-FE2SO4-LIQ·IN,BCI-FE2SO4-LIQ,IN,6,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
BCI-FE2SO4-LIQ·MEA,BCI-FE2SO4-LIQ,MEA,1,41,0.41,Iron scrap ore upstream,FE-MB-GLB,p,indexed,proxy,iron-scrap-na,resolved,Iron scrap ore upstream,iron-scrap-na
BCI-FE2SO4-LIQ·MEA,BCI-FE2SO4-LIQ,MEA,2,28,0.28,Sulfuric acid H2SO4,H2SO4-MEA,p,indexed,proxy,sulfuric-acid-na,resolved,Sulfuric acid H2SO4,sulfuric-acid-na
BCI-FE2SO4-LIQ·MEA,BCI-FE2SO4-LIQ,MEA,3,7,0.07,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
BCI-FE2SO4-LIQ·MEA,BCI-FE2SO4-LIQ,MEA,4,5,0.05,Process water,WATER-EU,p,indexed,proxy,water-eu,resolved,Process water,water-eu
